corrida,qualidade,secao,sequencia,sequenciatotal,acoatual,al_min,c_min,c_max,n_min,s_min,corridasciclo,panela,vidapanela,temperaturaliquidus,temperaturaobjetivada,sugestaomodelolegado,temperaturasaidafp,tempociclo,temperaturamediareal
127198,D63DF,150,5.0,6.0,V,0.005,0.37,0.4,0.01,0.03,2.0,5.0,9.0,1480.0,1535.0,1635.87939453125,1644.0,309.0,1548.0
127197,D63DF,150,4.0,6.0,V,0.005,0.37,0.4,0.01,0.03,2.0,4.0,37.0,1480.0,1535.0,1637.8985595703125,1635.0,318.0,1535.0
127196,EB567,150,3.0,6.0,V,0.01,0.35,0.38,0.016,0.045,2.0,2.0,22.0,1480.0,1540.0,1648.9266357421875,1658.0,315.0,1549.0
127195,EB567,150,2.0,6.0,V,0.01,0.35,0.38,0.016,0.045,6.0,8.0,19.0,1480.0,1540.0,1645.0892333984375,1656.0,2127.0,1545.0
127194,EB567,150,1.0,6.0,V,0.01,0.35,0.38,0.016,0.045,5.0,1.0,52.0,1480.0,1540.0,1659.29833984375,1665.0,1709.0,1531.0
127193,E198F,150,3.0,3.0,X,0.0,0.07,0.1,0.0,0.27,1.0,5.0,8.0,1509.0,1549.0,1644.1431884765625,1657.0,0.0,1578.0
127192,E198F,150,2.0,3.0,X,0.0,0.07,0.1,0.0,0.27,1.0,4.0,36.0,1509.0,1549.0,1639.6400146484375,1642.0,0.0,1566.0
127191,E198F,150,1.0,3.0,X,0.0,0.07,0.1,0.0,0.27,1.0,2.0,21.0,1509.0,1549.0,1659.7261962890625,1656.0,0.0,1555.0
127190,8D915,150,2.0,2.0,X,0.0,0.93,1.0,0.0,0.0,5.0,8.0,18.0,1462.0,1497.0,1612.3013916015625,1614.0,1710.0,1504.0
127189,8D915,150,1.0,3.0,X,0.0,0.93,1.0,0.0,0.0,4.0,1.0,51.0,1462.0,1497.0,1622.269287109375,1625.0,1300.0,1498.0
127188,B0EC5,300,6.0,6.0,V,0.01,0.36,0.39,0.015,0.02,7.0,5.0,7.0,1480.0,1530.0,1641.08544921875,1643.0,2414.0,1547.0
127187,16F90,300,5.0,6.0,B,0.02,0.36,0.38,0.0,0.02,15.0,4.0,35.0,1490.0,1535.0,1652.1888427734375,1655.0,4502.0,1551.0
127186,16F90,300,4.0,6.0,B,0.02,0.36,0.38,0.0,0.02,4.0,8.0,17.0,1490.0,1535.0,1650.746826171875,1649.0,1351.0,1546.0
127185,16F90,300,3.0,6.0,B,0.02,0.36,0.38,0.0,0.02,7.0,2.0,20.0,1490.0,1535.0,1651.4427490234375,1654.0,2555.0,1549.0
127184,16F90,300,2.0,6.0,B,0.02,0.36,0.38,0.0,0.02,3.0,1.0,50.0,1490.0,1535.0,1650.060302734375,1652.0,888.0,1550.0
127183,16F90,300,1.0,6.0,B,0.02,0.36,0.38,0.0,0.02,6.0,5.0,6.0,1490.0,1535.0,1661.1787109375,1670.0,1946.0,1557.0
127182,D351E,300,4.0,4.0,B,0.015,0.33,0.35,0.0,0.01,14.0,4.0,34.0,1490.0,1535.0,1651.9732666015625,1658.0,4034.0,1545.0
127181,FE1F9,300,3.0,4.0,B,0.005,0.33,0.35,0.0,0.015,3.0,8.0,16.0,1491.0,1531.0,1633.9691162109375,1635.0,881.0,1539.0
127180,FE1F9,300,2.0,4.0,B,0.005,0.33,0.35,0.0,0.015,6.0,2.0,19.0,1491.0,1531.0,1628.8092041015625,1633.0,2027.0,1540.0
127179,FE1F9,300,1.0,4.0,B,0.005,0.33,0.35,0.0,0.015,2.0,1.0,49.0,1491.0,1531.0,1656.189453125,1663.0,307.0,1549.0
127178,27A7C,300,5.0,5.0,X,0.02,0.43,0.47,0.0,0.015,5.0,5.0,5.0,1480.0,1515.0,1630.4927978515625,1647.0,1524.0,1539.0
127177,A2DFA,300,4.0,5.0,X,0.005,0.43,0.5,0.0,0.0,13.0,4.0,33.0,1480.0,1525.0,1627.6854248046875,1627.0,3618.0,1539.0
127176,A2DFA,300,3.0,5.0,X,0.005,0.43,0.5,0.0,0.0,2.0,8.0,15.0,1480.0,1525.0,1623.6033935546875,1628.0,474.0,1540.0
127175,A2DFA,300,2.0,5.0,X,0.005,0.43,0.5,0.0,0.0,5.0,2.0,18.0,1480.0,1525.0,1621.5498046875,1620.0,1685.0,1534.0
127174,B131E,300,1.0,5.0,X,0.02,0.46,0.49,0.005,0.02,1.0,1.0,48.0,1483.0,1518.0,1668.235107421875,1670.0,0.0,1533.0
127173,44D42,300,6.0,6.0,V,0.01,0.34,0.37,0.01,0.02,4.0,5.0,4.0,1489.0,1534.0,1649.352783203125,1654.0,1112.0,1563.0
127172,44D42,300,5.0,6.0,V,0.01,0.34,0.37,0.01,0.02,12.0,4.0,32.0,1489.0,1534.0,1648.5828857421875,1652.0,3195.0,1552.0
127171,D04BA,300,4.0,6.0,X,0.02,0.19,0.23,0.01,0.015,4.0,2.0,17.0,1504.0,1544.0,1668.908447265625,1670.0,1329.0,1543.0
127170,5692D,300,3.0,6.0,X,0.015,0.39,0.41,0.0,0.01,1.0,8.0,14.0,1486.0,1521.0,1647.556640625,1651.0,0.0,1540.0
127169,5692D,300,2.0,6.0,X,0.015,0.39,0.41,0.0,0.01,3.0,5.0,3.0,1486.0,1521.0,1640.7054443359375,1643.0,872.0,1540.0
127168,5692D,300,1.0,6.0,X,0.015,0.39,0.41,0.0,0.01,11.0,4.0,31.0,1486.0,1521.0,1651.0980224609375,1654.0,2952.0,1531.0
127167,5692D,300,1.0,7.0,X,0.015,0.39,0.41,0.0,0.01,3.0,2.0,16.0,1486.0,1521.0,1652.8809814453125,1646.0,716.0,1538.0
127166,4A0F0,300,2.0,2.0,X,0.0,0.39,0.42,0.0,0.03,2.0,5.0,2.0,1488.0,1528.0,1652.589111328125,1657.0,301.0,1545.0
127165,4A0F0,300,1.0,2.0,X,0.0,0.39,0.42,0.0,0.03,1.0,4.0,31.0,1488.0,1528.0,1670.5347900390625,1648.0,0.0,1528.0
127164,4A0F0,300,1.0,3.0,X,0.0,0.39,0.42,0.0,0.03,1.0,8.0,12.0,1488.0,1528.0,1671.0791015625,1682.0,0.0,1536.0
127163,4A0F0,300,2.0,2.0,X,0.0,0.39,0.42,0.0,0.03,2.0,2.0,15.0,1488.0,1528.0,1646.3883056640625,1659.0,401.0,1539.0
127162,4A0F0,300,1.0,2.0,X,0.0,0.39,0.42,0.0,0.03,1.0,5.0,1.0,1488.0,1528.0,1671.333251953125,1676.0,0.0,1538.0
127161,4A0F0,300,1.0,1.0,X,0.0,0.39,0.42,0.0,0.03,1.0,2.0,14.0,1488.0,1528.0,0.0,1673.0,0.0,1537.0
127160,FE93C,300,1.0,1.0,X,0.01,0.4,0.42,0.0,0.015,1.0,8.0,11.0,1487.0,1527.0,0.0,1669.0,0.0,1536.0
127159,77C04,300,3.0,3.0,X,0.02,0.17,0.22,0.01,0.01,22.0,3.0,52.0,1502.0,1547.0,1673.224609375,1679.0,6509.0,1551.0
127158,77C04,300,2.0,3.0,X,0.02,0.17,0.22,0.01,0.01,10.0,8.0,10.0,1502.0,1547.0,1670.5858154296875,1671.0,2632.0,1553.0
127157,77C04,300,1.0,3.0,X,0.02,0.17,0.22,0.01,0.01,11.0,2.0,13.0,1502.0,1547.0,1689.595703125,1689.0,2870.0,1562.0
127156,A63F7,300,4.0,4.0,V,0.01,0.41,0.43,0.014,0.02,10.0,4.0,30.0,1475.0,1525.0,1643.66455078125,1647.0,2606.0,1530.0
127155,16F90,300,3.0,4.0,B,0.02,0.34,0.36,0.0,0.02,21.0,1.0,47.0,1490.0,1535.0,1647.9720458984375,1650.0,6061.0,1547.0
127154,16F90,300,2.0,4.0,B,0.02,0.34,0.36,0.0,0.02,21.0,3.0,51.0,1490.0,1535.0,1645.9881591796875,1647.0,6198.0,1544.0
127153,28B54,300,1.0,4.0,B,0.01,0.32,0.35,0.0,0.015,9.0,8.0,9.0,1490.0,1535.0,1670.547119140625,1677.0,2326.0,1536.0
127152,D63DF,300,7.0,7.0,V,0.005,0.37,0.4,0.01,0.03,10.0,2.0,12.0,1480.0,1525.0,1628.6839599609375,1645.0,2590.0,1540.0
127151,D63DF,300,6.0,7.0,V,0.005,0.37,0.4,0.01,0.03,9.0,4.0,29.0,1480.0,1525.0,1626.164794921875,1632.0,2335.0,1533.0
127150,D63DF,300,5.0,7.0,V,0.005,0.37,0.4,0.01,0.03,20.0,1.0,46.0,1480.0,1525.0,1627.0408935546875,1633.0,5794.0,1528.0
127149,D63DF,300,4.0,7.0,V,0.005,0.37,0.4,0.01,0.03,20.0,3.0,50.0,1480.0,1525.0,1626.2994384765625,1629.0,5927.0,1534.0
127148,D63DF,300,3.0,7.0,V,0.005,0.37,0.4,0.01,0.03,8.0,8.0,8.0,1480.0,1525.0,1621.839599609375,1647.0,2053.0,1540.0
127147,D63DF,300,2.0,7.0,V,0.005,0.37,0.4,0.01,0.03,9.0,2.0,11.0,1480.0,1525.0,1621.1746826171875,1634.0,2318.0,1527.0
127146,31262,300,1.0,7.0,X,0.01,0.46,0.48,0.01,0.0,8.0,4.0,28.0,1480.0,1525.0,1658.8621826171875,1658.0,2064.0,1540.0
127145,D63DF,300,7.0,7.0,V,0.005,0.37,0.4,0.01,0.03,19.0,1.0,45.0,1480.0,1525.0,1627.642822265625,1629.0,5522.0,1531.0
127144,D63DF,300,6.0,7.0,V,0.005,0.37,0.4,0.01,0.03,19.0,3.0,49.0,1480.0,1525.0,1625.806640625,1628.0,5664.0,1531.0
127143,D63DF,300,5.0,7.0,V,0.005,0.37,0.4,0.01,0.03,7.0,8.0,7.0,1480.0,1525.0,1631.4052734375,1640.0,1779.0,1526.0
127142,D63DF,300,4.0,7.0,V,0.005,0.37,0.4,0.01,0.03,8.0,2.0,10.0,1480.0,1525.0,1625.3509521484375,1635.0,2036.0,1524.0
127141,D63DF,300,3.0,7.0,V,0.005,0.37,0.4,0.01,0.03,7.0,4.0,27.0,1480.0,1525.0,1622.271728515625,1623.0,1775.0,1528.0
127140,D63DF,300,2.0,7.0,V,0.005,0.37,0.4,0.01,0.03,18.0,1.0,44.0,1480.0,1525.0,1627.376220703125,1631.0,5221.0,1535.0
127139,28B54,300,1.0,1.0,B,0.01,0.32,0.35,0.0,0.015,18.0,3.0,48.0,1490.0,1535.0,1647.4700927734375,1658.0,5346.0,1534.0
127138,28B54,300,6.0,7.0,B,0.01,0.32,0.35,0.0,0.015,6.0,8.0,6.0,1490.0,1535.0,1645.3896484375,1646.0,1471.0,1536.0
127137,28B54,300,5.0,7.0,B,0.01,0.32,0.35,0.0,0.015,7.0,2.0,9.0,1490.0,1535.0,1645.824951171875,1648.0,1721.0,1539.0
127136,28B54,300,4.0,7.0,B,0.01,0.32,0.35,0.0,0.015,6.0,4.0,26.0,1490.0,1535.0,1648.974853515625,1648.0,1452.0,1549.0
127135,28B54,300,3.0,7.0,B,0.01,0.32,0.35,0.0,0.015,17.0,1.0,43.0,1490.0,1535.0,1648.974853515625,1651.0,4907.0,1547.0
127134,28B54,300,2.0,7.0,B,0.01,0.32,0.35,0.0,0.015,17.0,3.0,47.0,1490.0,1535.0,1648.5721435546875,1646.0,5051.0,1542.0
127133,28B54,300,1.0,7.0,B,0.01,0.32,0.35,0.0,0.015,5.0,8.0,5.0,1490.0,1535.0,1670.7874755859375,1670.0,1181.0,1542.0
127132,28B54,300,7.0,7.0,B,0.01,0.32,0.35,0.0,0.015,6.0,2.0,8.0,1490.0,1535.0,1652.880859375,1656.0,1431.0,1540.0
127131,28B54,300,6.0,7.0,B,0.01,0.32,0.35,0.0,0.015,5.0,4.0,25.0,1490.0,1535.0,1653.451904296875,1656.0,1176.0,1541.0
127130,28B54,300,5.0,7.0,B,0.01,0.32,0.35,0.0,0.015,16.0,1.0,42.0,1490.0,1535.0,1658.1827392578125,1655.0,4627.0,1541.0
127129,28B54,300,4.0,7.0,B,0.01,0.32,0.35,0.0,0.015,16.0,3.0,46.0,1490.0,1535.0,1656.705078125,1657.0,4765.0,1545.0
127128,28B54,300,3.0,7.0,B,0.01,0.32,0.35,0.0,0.015,4.0,8.0,4.0,1490.0,1535.0,1654.8074951171875,1655.0,879.0,1548.0
127127,28B54,300,2.0,7.0,B,0.01,0.32,0.35,0.0,0.015,5.0,2.0,7.0,1490.0,1535.0,1652.729736328125,1656.0,1137.0,1540.0
127126,28B54,300,1.0,7.0,B,0.01,0.32,0.35,0.0,0.015,4.0,4.0,24.0,1490.0,1535.0,1677.046142578125,1676.0,878.0,1535.0
127125,28B54,300,7.0,7.0,B,0.01,0.32,0.35,0.0,0.015,15.0,1.0,41.0,1490.0,1535.0,1659.8677978515625,1659.0,4339.0,1543.0
127124,28B54,300,6.0,7.0,B,0.01,0.32,0.35,0.0,0.015,15.0,3.0,45.0,1490.0,1535.0,1661.5765380859375,1658.0,4483.0,1534.0
127123,28B54,300,5.0,7.0,B,0.01,0.32,0.35,0.0,0.015,3.0,8.0,3.0,1490.0,1535.0,1662.2373046875,1664.0,609.0,1553.0
127122,28B54,300,4.0,7.0,B,0.01,0.32,0.35,0.0,0.015,4.0,2.0,6.0,1490.0,1535.0,1655.0572509765625,1659.0,873.0,1540.0
127121,28B54,300,3.0,7.0,B,0.01,0.32,0.35,0.0,0.015,3.0,4.0,23.0,1490.0,1535.0,1652.3907470703125,1653.0,616.0,1536.0
127120,28B54,300,2.0,7.0,B,0.01,0.32,0.35,0.0,0.015,14.0,1.0,40.0,1490.0,1535.0,1653.518310546875,1657.0,4067.0,1538.0
127119,28B54,300,1.0,7.0,B,0.01,0.32,0.35,0.0,0.015,14.0,3.0,44.0,1490.0,1535.0,1670.859619140625,1671.0,4203.0,1530.0
127118,D033D,300,6.0,6.0,X,0.02,0.47,0.49,0.009,0.0,2.0,8.0,2.0,1480.0,1515.0,1635.2249755859375,1641.0,318.0,1530.0
127117,D033D,300,5.0,6.0,X,0.02,0.47,0.49,0.009,0.0,3.0,2.0,5.0,1480.0,1515.0,1624.6668701171875,1627.0,565.0,1522.0
127116,D033D,300,4.0,6.0,X,0.02,0.47,0.49,0.009,0.0,2.0,4.0,22.0,1480.0,1515.0,1629.5089111328125,1629.0,305.0,1533.0
127115,D033D,300,3.0,6.0,X,0.02,0.47,0.49,0.009,0.0,13.0,1.0,39.0,1480.0,1515.0,1624.371826171875,1621.0,3752.0,1526.0
127114,258E9,300,2.0,6.0,X,0.01,0.32,0.35,0.0,0.0,13.0,3.0,43.0,1488.0,1528.0,1631.4073486328125,1637.0,3885.0,1535.0
127113,258E9,300,1.0,6.0,X,0.01,0.32,0.35,0.0,0.0,1.0,8.0,1.0,1488.0,1528.0,1675.4898681640625,1680.0,0.0,1538.0
127112,6D507,300,6.0,6.0,X,0.02,0.27,0.29,0.009,0.02,2.0,2.0,4.0,1500.0,1540.0,1651.7086181640625,1661.0,260.0,1553.0
127111,6D507,300,5.0,6.0,X,0.02,0.27,0.29,0.009,0.02,1.0,4.0,21.0,1500.0,1540.0,1668.4686279296875,1656.0,0.0,1563.0
127110,6D507,300,4.0,6.0,X,0.02,0.27,0.29,0.009,0.02,12.0,1.0,38.0,1500.0,1540.0,1662.4393310546875,1665.0,3453.0,1542.0
127109,E1CE3,300,3.0,6.0,X,0.01,0.37,0.39,0.0,0.0,12.0,3.0,42.0,1485.0,1525.0,1640.929443359375,1650.0,3583.0,1537.0
127108,E1CE3,300,2.0,6.0,X,0.01,0.37,0.39,0.0,0.0,1.0,2.0,3.0,1485.0,1525.0,1661.329345703125,1678.0,0.0,1547.0
127107,E1CE3,300,2.0,2.0,X,0.01,0.37,0.39,0.0,0.0,11.0,1.0,37.0,1485.0,1525.0,1645.112060546875,1649.0,2922.0,1544.0
127106,E1CE3,300,2.0,8.0,X,0.01,0.37,0.39,0.0,0.0,11.0,3.0,41.0,1485.0,1525.0,1644.8116455078125,1657.0,3064.0,1532.0
127105,E1CE3,300,1.0,8.0,X,0.01,0.37,0.39,0.0,0.0,1.0,6.0,63.0,1485.0,1525.0,1674.5150146484375,1673.0,0.0,1536.0
127104,2D42F,300,6.0,6.0,B,0.005,0.36,0.39,0.0,0.01,11.0,4.0,19.0,1492.0,1547.0,1670.5928955078125,1678.0,2817.0,1564.0
127103,2D42F,300,5.0,6.0,B,0.005,0.36,0.39,0.0,0.01,2.0,2.0,2.0,1492.0,1547.0,1671.346435546875,1687.0,223.0,1571.0
127102,2D42F,300,4.0,6.0,B,0.005,0.36,0.39,0.0,0.01,10.0,1.0,36.0,1492.0,1547.0,1671.6336669921875,1672.0,2635.0,1543.0
127101,2D42F,300,3.0,6.0,B,0.005,0.36,0.39,0.0,0.01,10.0,3.0,40.0,1492.0,1547.0,1673.4124755859375,1671.0,2775.0,1551.0
127100,2D42F,300,2.0,6.0,B,0.005,0.36,0.39,0.0,0.01,10.0,4.0,18.0,1492.0,1547.0,1664.3082275390625,1672.0,2583.0,1555.0
127099,2D42F,300,1.0,6.0,B,0.005,0.36,0.39,0.0,0.01,1.0,2.0,1.0,1492.0,1547.0,1717.8690185546875,1715.0,0.0,1558.0
127098,7FEAB,300,6.0,6.0,X,0.02,0.19,0.21,0.009,0.02,8.0,15.0,45.0,1506.0,1546.0,1660.4427490234375,1675.0,2114.0,1555.0
127097,7FEAB,300,5.0,6.0,X,0.02,0.19,0.21,0.009,0.02,9.0,3.0,39.0,1506.0,1546.0,1665.2086181640625,1668.0,2482.0,1544.0
127096,7FEAB,300,4.0,6.0,X,0.02,0.19,0.21,0.009,0.02,9.0,1.0,35.0,1506.0,1546.0,1664.8515625,1677.0,2228.0,1540.0
127095,7FEAB,300,3.0,6.0,X,0.02,0.19,0.21,0.009,0.02,9.0,4.0,17.0,1506.0,1546.0,1664.25439453125,1676.0,2237.0,1543.0
127094,7FEAB,300,2.0,6.0,X,0.02,0.19,0.21,0.009,0.02,8.0,6.0,62.0,1506.0,1546.0,1659.222900390625,1674.0,2241.0,1554.0
127093,7FEAB,300,1.0,6.0,X,0.02,0.19,0.21,0.009,0.02,7.0,15.0,44.0,1506.0,1546.0,1691.276611328125,1688.0,1824.0,1554.0
127092,7FEAB,300,7.0,7.0,X,0.02,0.19,0.21,0.009,0.02,8.0,3.0,38.0,1506.0,1546.0,1667.1199951171875,1685.0,2191.0,1560.0
127091,7FEAB,300,6.0,7.0,X,0.02,0.19,0.21,0.009,0.02,8.0,1.0,34.0,1506.0,1546.0,1657.4097900390625,1676.0,1938.0,1555.0
127090,7FEAB,300,5.0,7.0,X,0.02,0.19,0.21,0.009,0.02,8.0,4.0,16.0,1506.0,1546.0,1674.2520751953125,1674.0,1939.0,1540.0
127089,7FEAB,300,4.0,7.0,X,0.02,0.19,0.21,0.009,0.02,7.0,6.0,61.0,1506.0,1546.0,1666.7406005859375,1679.0,1954.0,1551.0
127088,7FEAB,300,3.0,7.0,X,0.02,0.19,0.21,0.009,0.02,6.0,15.0,43.0,1506.0,1546.0,1657.4736328125,1674.0,1485.0,1563.0
127087,D398B,300,2.0,7.0,X,0.02,0.2,0.22,0.009,0.02,7.0,1.0,33.0,1506.0,1551.0,1675.931884765625,1678.0,1658.0,1554.0
127086,D398B,300,1.0,7.0,X,0.02,0.2,0.22,0.009,0.02,7.0,3.0,37.0,1506.0,1551.0,1689.8076171875,1674.0,1794.0,1561.0
127085,87A17,300,4.0,4.0,X,0.022,0.2,0.22,0.0,0.02,7.0,4.0,15.0,1505.0,1535.0,1654.2376708984375,1662.0,1609.0,1537.0
127084,87A17,300,3.0,4.0,X,0.022,0.2,0.22,0.0,0.02,6.0,6.0,60.0,1505.0,1535.0,1655.2515869140625,1665.0,1620.0,1537.0
127083,C2394,300,2.0,4.0,X,0.02,0.17,0.22,0.01,0.01,5.0,15.0,42.0,1502.0,1537.0,1651.2020263671875,1655.0,1210.0,1542.0
127082,77C04,300,1.0,4.0,X,0.02,0.17,0.22,0.01,0.01,6.0,6.0,60.0,1502.0,1547.0,1689.8226318359375,1695.0,1471.0,1556.0
127081,FE39B,300,5.0,5.0,X,0.02,0.21,0.23,0.0,0.02,6.0,3.0,36.0,1503.0,1548.0,1665.63818359375,1666.0,1467.0,1544.0
127080,FE39B,300,4.0,5.0,X,0.02,0.21,0.23,0.0,0.02,6.0,4.0,14.0,1503.0,1548.0,1661.096923828125,1663.0,1282.0,1551.0
127079,FE39B,300,3.0,5.0,X,0.02,0.21,0.23,0.0,0.02,5.0,1.0,31.0,1503.0,1548.0,1659.541748046875,1659.0,1165.0,1552.0
127078,FE39B,300,2.0,5.0,X,0.02,0.21,0.23,0.0,0.02,4.0,15.0,41.0,1503.0,1548.0,1659.541748046875,1663.0,880.0,1559.0
127077,FE39B,300,1.0,5.0,X,0.02,0.21,0.23,0.0,0.02,5.0,6.0,59.0,1503.0,1548.0,1685.99072265625,1684.0,1173.0,1567.0
127076,FE39B,300,5.0,5.0,X,0.02,0.21,0.23,0.0,0.02,5.0,4.0,13.0,1503.0,1548.0,1664.5496826171875,1677.0,1049.0,1557.0
127075,FE39B,300,4.0,5.0,X,0.02,0.21,0.23,0.0,0.02,5.0,3.0,35.0,1503.0,1548.0,1670.368408203125,1667.0,1127.0,1562.0
127074,FE39B,300,3.0,5.0,X,0.02,0.21,0.23,0.0,0.02,4.0,1.0,30.0,1503.0,1548.0,1668.8768310546875,1674.0,873.0,1538.0
127073,FE39B,300,2.0,5.0,X,0.02,0.21,0.23,0.0,0.02,3.0,15.0,40.0,1503.0,1548.0,1670.8519287109375,1678.0,587.0,1554.0
127072,FE39B,300,1.0,5.0,X,0.02,0.21,0.23,0.0,0.02,4.0,6.0,58.0,1503.0,1548.0,1689.6239013671875,1690.0,884.0,1560.0
127071,37728,300,2.0,2.0,X,0.015,0.21,0.23,0.008,0.02,4.0,4.0,12.0,1504.0,1544.0,1656.1810302734375,1654.0,754.0,1545.0
127070,9C4F0,300,7.0,8.0,X,0.015,0.18,0.23,0.01,0.0,4.0,3.0,34.0,1504.0,1544.0,1658.202392578125,1676.0,824.0,1547.0
127069,15493,300,6.0,8.0,X,0.01,0.38,0.43,0.0,0.0,3.0,1.0,29.0,1485.0,1525.0,1644.661376953125,1648.0,574.0,1536.0
127068,E86A6,300,5.0,8.0,X,0.018,0.28,0.31,0.007,0.015,2.0,15.0,39.0,1497.0,1537.0,1650.4630126953125,1653.0,287.0,1547.0
127067,E86A6,300,4.0,8.0,X,0.018,0.28,0.31,0.007,0.015,3.0,6.0,57.0,1497.0,1537.0,1646.9293212890625,1653.0,591.0,1545.0
127066,E86A6,300,3.0,8.0,X,0.018,0.28,0.31,0.007,0.015,3.0,4.0,11.0,1497.0,1537.0,1653.1630859375,1655.0,471.0,1556.0
127065,E86A6,300,2.0,8.0,X,0.018,0.28,0.31,0.007,0.015,3.0,3.0,33.0,1497.0,1537.0,1658.2506103515625,1651.0,542.0,1547.0
127064,E86A6,300,1.0,8.0,X,0.018,0.28,0.31,0.007,0.015,2.0,1.0,28.0,1497.0,1537.0,1665.31494140625,1667.0,283.0,1551.0
127063,E86A6,300,8.0,8.0,X,0.018,0.28,0.31,0.007,0.015,1.0,15.0,38.0,1497.0,1537.0,1664.3411865234375,1673.0,0.0,1554.0
127062,E86A6,300,7.0,8.0,X,0.018,0.28,0.31,0.007,0.015,2.0,4.0,10.0,1497.0,1537.0,1645.981689453125,1649.0,238.0,1551.0
127061,E86A6,300,6.0,8.0,X,0.018,0.28,0.31,0.007,0.015,2.0,6.0,56.0,1497.0,1537.0,1649.5926513671875,1647.0,252.0,1553.0
127060,E86A6,300,5.0,8.0,X,0.018,0.28,0.31,0.007,0.015,2.0,3.0,32.0,1497.0,1537.0,1649.48779296875,1652.0,257.0,1551.0
127059,E86A6,300,4.0,8.0,X,0.018,0.28,0.31,0.007,0.015,1.0,1.0,27.0,1497.0,1537.0,1664.42822265625,1663.0,0.0,1540.0
127058,E86A6,300,3.0,8.0,X,0.018,0.28,0.31,0.007,0.015,1.0,4.0,9.0,1497.0,1537.0,1668.7486572265625,1678.0,0.0,1551.0
127057,E86A6,300,2.0,8.0,X,0.018,0.28,0.31,0.007,0.015,1.0,6.0,55.0,1497.0,1537.0,1662.3604736328125,1674.0,0.0,1555.0
127056,E86A6,300,1.0,8.0,X,0.018,0.28,0.31,0.007,0.015,1.0,3.0,31.0,1497.0,1537.0,1690.1005859375,1699.0,0.0,1557.0
127055,8F8C3,150,1.0,1.0,X,0.015,0.19,0.22,0.009,0.025,12.0,15.0,37.0,1502.0,1557.0,1679.5670166015625,1679.0,3339.0,1557.0
127054,3B7FC,150,4.0,4.0,X,0.005,0.46,0.5,0.0,0.015,24.0,6.0,54.0,1480.0,1525.0,1619.281005859375,1619.0,6912.0,1530.0
127053,3B7FC,150,3.0,4.0,X,0.005,0.46,0.5,0.0,0.015,8.0,4.0,8.0,1480.0,1525.0,1615.088134765625,1617.0,2233.0,1528.0
127052,3B7FC,150,2.0,4.0,X,0.005,0.46,0.5,0.0,0.015,26.0,1.0,26.0,1480.0,1525.0,1615.83740234375,1619.0,7192.0,1529.0
127051,57DF3,150,1.0,4.0,B,0.005,0.4,0.42,0.0,0.01,27.0,3.0,30.0,1486.0,1531.0,1652.313720703125,1653.0,7710.0,1539.0
127050,EB567,150,5.0,5.0,V,0.01,0.35,0.38,0.016,0.045,11.0,15.0,36.0,1480.0,1540.0,1648.373779296875,1650.0,3020.0,1544.0
127049,EB567,150,4.0,5.0,V,0.01,0.35,0.38,0.016,0.045,23.0,6.0,53.0,1480.0,1540.0,1647.4779052734375,1651.0,6591.0,1546.0
127048,FB6D2,150,3.0,5.0,X,0.01,0.46,0.5,0.0,0.02,7.0,4.0,7.0,1480.0,1525.0,1609.345947265625,1613.0,1908.0,1538.0
127047,4D097,150,2.0,5.0,X,0.015,0.51,0.55,0.0,0.01,25.0,1.0,25.0,1487.0,1537.0,1642.0177001953125,1641.0,6902.0,1548.0
127046,4D097,150,1.0,5.0,X,0.015,0.51,0.55,0.0,0.01,26.0,3.0,29.0,1487.0,1537.0,1661.552001953125,1657.0,7423.0,1533.0
127045,EEED2,150,9.0,9.0,X,0.005,0.5,0.52,0.0,0.06,10.0,15.0,35.0,1485.0,1535.0,1631.771728515625,1650.0,2731.0,1553.0
127044,15370,150,8.0,9.0,X,0.01,0.45,0.48,0.0,0.02,22.0,6.0,52.0,1480.0,1525.0,1635.0640869140625,1637.0,6301.0,1539.0
127043,11307,150,7.0,9.0,X,0.01,0.45,0.5,0.0,0.02,6.0,4.0,6.0,1480.0,1525.0,1619.962646484375,1645.0,1617.0,1547.0
127042,27A7C,150,6.0,9.0,X,0.02,0.43,0.47,0.0,0.015,24.0,1.0,24.0,1480.0,1530.0,1636.9837646484375,1645.0,6602.0,1540.0
127041,27A7C,150,5.0,9.0,X,0.02,0.43,0.47,0.0,0.015,25.0,3.0,28.0,1480.0,1530.0,1635.4036865234375,1639.0,7120.0,1531.0
127040,87C74,150,4.0,9.0,X,0.02,0.45,0.5,0.0,0.02,9.0,15.0,34.0,1480.0,1525.0,1626.2862548828125,1640.0,2414.0,1540.0
127039,87C74,150,3.0,9.0,X,0.02,0.45,0.5,0.0,0.02,21.0,6.0,51.0,1480.0,1525.0,1624.290771484375,1639.0,5988.0,1546.0
127038,87C74,150,2.0,9.0,X,0.02,0.45,0.5,0.0,0.02,5.0,4.0,5.0,1480.0,1525.0,1628.041259765625,1643.0,1263.0,1544.0
127037,FC47C,150,1.0,9.0,X,0.015,0.45,0.48,0.0,0.01,23.0,1.0,23.0,1482.0,1537.0,1659.098876953125,1665.0,6253.0,1543.0
127036,7FEAB,150,4.0,4.0,X,0.02,0.19,0.21,0.009,0.02,24.0,3.0,27.0,1506.0,1551.0,1683.2568359375,1690.0,6772.0,1541.0
